department,course_number,course_title
PHARMP   ,587,SENIOR CARE APPE
PHRMRA   ,525,CLINICAL TRIALS II
PUBPOL   ,201,INTO PUB POL & GOV
PUBPOL   ,301,EVIDENCE AND POLICY 
PUBPOL   ,403,PROF LEADERSHIP
PUBPOL   ,504,LEADERSHIP ETHICS
PUBPOL   ,509,MANAGING PEOPLE
PUBPOL   ,512,MANAGING ORG PERF
PUBPOL   ,517,ECN POL ANLYS MGT II
PUBPOL   ,521,MNG GRNTS CONTRACTS 
PUBPOL   ,523,ADV BUDGET PUB SECT 
PUBPOL   ,525,QUAL MTHDS&FLD ANYLS
PUBPOL   ,527,QUANT ANALYSIS I
PUBPOL   ,533,ECON OF INTL DEVEL
PUBPOL   ,539,VALUES INTL DEV
PUBPOL   ,553,NONPROFIT FIN MGMT
PUBPOL   ,555,TPCS NONPROFIT MGT
PUBPOL   ,558,COLAB &MGMT ACR SCT 
PUBPOL   ,562,IMMIGRATION POLICY
PUBPOL   ,563,INTERGROUP RELATIONS
PUBPOL   ,565,TOPICS IN URBAN AFF 
PUBPOL   ,569,RACE & PUB POLICY
PUBPOL   ,570,FOUNDATION SOC POL
PUBPOL   ,572,RACE EQUITY POLICY
PUBPOL   ,579,CHILD PUB POL
PUBPOL   ,582,COMM CLIMATE CHG
PUBPOL   ,598,SKILLS WORKSHOP
PUBPOL   ,599,SPECIAL TOPICS
PUBPOL   ,600,INDEPNDNT STDY/RSCH 
PUBPOL   ,605,DEGREE PROJECT
PUBPOL   ,608,CAPSTONE PROJ SMNR
PPM   ,500,DOCTORAL PROSEMINAR 
PPM   ,504,PERSP ON INSTITUTNS 
PPM   ,514,"ORGS, MGMT, THEORY"
PPM   ,599,TOPICS PUB POL MGMT 
PPM   ,600,INDEPNDT STDY/RSCH
PPM   ,603,TEACHING MENTORSHIP 
PPM   ,800,DISSERTATION
BIOST   ,302,FORENSIC GENETICS
BIOST   ,310,BIOSTATISTICS
BIOST   ,425,INTRO NONPARAMETRIC 
BIOST   ,499,UNDERGRAD RESEARCH
BIOST   ,508,BIOSTSTCL REASONING 
BIOST   ,512,MED BIOMETRY II
BIOST   ,515,BIOSTATISTICS II
BIOST   ,518,APPLIED BIOSTAT II
BIOST   ,531,MISSING DATA ANLYS
BIOST   ,537,SRVL DTA ANLYS EPDM 
BIOST   ,546,ML FOR HEALTH DATA
BIOST   ,571,REGR METHODS: DEPT
BIOST   ,580,BIOSTAT SMNR
BIOST   ,581,STAT GEN SEMINAR
BIOST   ,582,STUDENT SEMINAR
BIOST   ,590,BIOSTAT CONSULTING
BIOST   ,600,INDEPNDNT STDY/RSCH 
BIOST   ,700,MASTERS THESIS
BIOST   ,800,DOCTORAL DISSERTATN 
ENV H   ,111,ENVR HLTH CONNECTS
ENV H   ,220,ENV CHNG PUBLC HLTH 
ENV H   ,320,TECH COMM ENV H
ENV H   ,418,CC HEALTH RISKS
ENV H   ,433,MICRO SAMP & ANALYS 
ENV H   ,441,FOOD PROTECTION
ENV H   ,446,HAZ WASTE & PH
ENV H   ,448,AIR POLLUTION
ENV H   ,452,CONTRL ENV MICR HAZ 
ENV H   ,460,OCC SAFETY MGMT
ENV H   ,480,UG SEMINAR
ENV H   ,482,EH INTERNSHIP
ENV H   ,497,ENVH SPEC ELECTVS
ENV H   ,499,UNDERGRAD RESEARCH
ENV H   ,515,ORGAN SYS TOXICOLGY 
ENV H   ,518,CC HEALTH RISKS
ENV H   ,532,REPRO AND DEVEL TOX 
ENV H   ,538,HEALTH BUILT ENVIR
ENV H   ,540,FOOD SAFETY & HEALTH
ENV H   ,542,CONTRL ENV MICR HAZ 
ENV H   ,546,HAZ WASTE & PH
ENV H   ,548,AIR POLLUTION
ENV H   ,551,HUMAN EXPO ENV CONT 
ENV H   ,553,EXPOSURE METHODS
ENV H   ,556,EXPOSURE ANALYSIS
ENV H   ,557,EXPOSURE CONTROLS
ENV H   ,560,OCC SAFETY MGMT
ENV H   ,566,INTRO TO ERGON
ENV H   ,571,NEUROEPID ENV RISKS 
ENV H   ,580,ENV/OCC HLTH SEMINAR
ENV H   ,590,SELECTED TOPICS
ENV H   ,591,CURRENT TOPICS TOX
ENV H   ,593,CURRENT TOPICS-RISK 
ENV H   ,595,RESEARCH ROTATION
ENV H   ,596,CR ISS OCC/ENV MED
ENV H   ,597,CASES ENVH OCC HLTH 
ENV H   ,598,PROJECT/PORTFOLIO
ENV H   ,599,FIELD STUDIES
ENV H   ,600,INDEPNDNT STDY/RSCH 
ENV H   ,700,MASTERS THESIS
ENV H   ,800,DOCTORAL DISSERTATN 
EPI   ,320,INTRO TO EPIDEMIOL
EPI   ,360,EXPLORING HIV/AIDS
EPI   ,499,UNDERGRAD RESEARCH
EPI   ,510,EPID DATA ANALYSIS
EPI   ,513,EPIDEM METHODS II
EPI   ,519,CV EPI
EPI   ,520,INFECT DIS EPI
EPI   ,521,MAT CHILD EPI PROB
EPI   ,524,CANCER EPI AND BIOL 
EPI   ,531,MISSING DATA ANLYS
EPI   ,537,SRVL DTA ANLYS EPDM 
EPI   ,548,SOCIAL DETERMINANTS 
EPI   ,571,NEUROEPID ENV RISKS 
EPI   ,582,DSGN&ANLYTC STRATGS 
EPI   ,583,EPIDEMIOL SEMINAR
EPI   ,584,DOC DISSERTATION SEM
EPI   ,591,CURRENT LIT IN EPI
EPI   ,592,PROGRAM SEMINARS
EPI   ,593,CANCER PREV RES
EPI   ,594,FIELD EPI
EPI   ,595,MASTERS PRACTICUM
EPI   ,600,INDEPNDNT STDY/RSCH 
EPI   ,700,MASTERS THESIS
EPI   ,800,DOCTORAL DISSERTATN 
HIHIM   ,408,MGMT CONCEPTS I
HIHIM   ,411,HEALTH DATA MGMT
HIHIM   ,415,"CPT, DOC & REV MGMT "
HIHIM   ,454,FINANCE/HLTH MGR
HIHIM   ,456,QUAL IMPR/HLTHCARE
HIHIM   ,460,PROF PATHWAYS
HIHIM   ,490,SPECIAL TOPICS
HIHIM   ,499,INDEPENDENT STUDY
HIHIM   ,510,ENTPRS SYS & EHRS
HIHIM   ,520,LAW POLICY & ETHICS 
HIHIM   ,556,HLTHCARE QUAL TECH
HIHIM   ,598,PROJECT MGMNT
HIHIM   ,599,CAPSTONE PROJECT
HSERV   ,344,PBLC HLTH & SYS MGN 
HSERV   ,482,HLTH OF POPULATIONS 
HSERV   ,499,INDEPENDENT STUDY
HSERV   ,509,PH & INFORMATICS
HSERV   ,511,INTRO TO HSERV & PH 
HSERV   ,513,HLTH POLICY RSRCH
HSERV   ,517,QUAL RES MTHDS INTRO
HSERV   ,524,ADV RSCH METH II
HSERV   ,542,MAT CHILD EPI PROB
HSERV   ,544,MCH IN LMICS
HSERV   ,548,SOCIAL DETERMINANTS 
HSERV   ,555,HLTH DISPARITIES
HSERV   ,558,TOBACCO & PUB HLTH
HSERV   ,579,RACISM & PUBLIC HLTH
HSERV   ,581,STR OF HEALTH PROMO 
HSERV   ,584,HEALTH OUTCOMES
HSERV   ,592,PROGRAM SEMINARS
HSERV   ,595,FIELDWORK IN COMM H 
HSERV   ,599,CAPSTONE PROJECT
HSERV   ,600,INDEPNDNT STDY/RSCH 
HSERV   ,700,MASTERS THESIS
HSERV   ,800,DOCTORAL DISSERTATN 
HSMGMT   ,552,HLTH ADM/BUSIN LAW
NUTR   ,141,INTRO TO FOODS
NUTR   ,200,NUTRITION
NUTR   ,241,CULINARY NUTR SCI
NUTR   ,303,FOOD SYSTEMS II
NUTR   ,390,FOOD SEMINAR
NUTR   ,400,NUTRITION SEMINAR
NUTR   ,406,SPORTS NUTRITION
NUTR   ,412,FOOD SYSTEMS POLICY 
NUTR   ,446,FOOD SAFETY
NUTR   ,499,U-G RES
NUTR   ,500,GRADUATE SEMINAR
NUTR   ,512,FOOD SYSTEMS POLICY 
NUTR   ,521,NUTR-METAB II
NUTR   ,531,PUBL HLTH NUTR
NUTR   ,532,FLDWK PUB HLTH NUTR 
NUTR   ,537,LABORATORY ROTATION 
NUTR   ,545,FOOD SAFETY & HEALTH
NUTR   ,595,MASTERS PRACTICUM
NUTR   ,596,NUTR CAPSTONE
NUTR   ,600,INDEPNDNT STDY/RSCH 
NUTR   ,700,MASTERS THESIS
NUTR   ,800,DOCTORAL DISSERTATN 
PABIO   ,498,UNDERGRAD THESIS
PABIO   ,499,UNDERGRAD RESEARCH
PABIO   ,500,INTRO RESRCH PABIO
PABIO   ,552,CELL PATHOGENS DIS
PABIO   ,553,SURVIVAL SKILLS
PABIO   ,580,PATHOBIOLOGY SMNR
PABIO   ,598,DIDACTIC PATHOBIOL
PABIO   ,600,INDEPNDNT STDY/RSCH 
PABIO   ,700,MASTERS THESIS
PABIO   ,800,DOCTORAL DISSERTATN 
PHG   ,301,INTRO GENETIC EPI
PHG   ,302,FORENSIC GENETICS
PHG   ,513,PHARM/TOX GENOMICS
PHG   ,523,GENETICS & THE LAW
PHG   ,544,ETH IMPL BIOTECH
PHG   ,580,INTERACTIVE SEMINAR 
PHG   ,595,MASTER'S PRACTICUM
PHG   ,600,INDEPNDNT STDY/RSCH 
PHG   ,700,MASTERS THESIS
PHG   ,800,DOCTORAL DISSERTATN 
SPH   ,380,PH HISTORY
SPH   ,381,PH SCIENCE
SPH   ,480,PH RESEARCH METHODS 
SPH   ,481,PH ETHICS & POLICY
SPH   ,489,STRUCTURAL RACISM PH
SPH   ,491,CAPSTONE I
SPH   ,492,CAPSTONE II
SPH   ,494,PH HONORS SEMINAR
SPH   ,495,PH INTERNSHIP
SPH   ,497,PH SPECIAL ELECTIVE 
SPH   ,499,UNDERGRAD RESEARCH
A S   ,102,FOUNDATION USAF II
A S   ,212,AIR & SPACE PWR II
A S   ,250,LEADERSHIP LAB
A S   ,332,AEROSPACE STDYS 300 
A S   ,432,AEROSPACE STDYS 400 
M SCI   ,102,MIL SCI TAC LDR
M SCI   ,110,LEADERSHIP LAB
M SCI   ,202,MIL SCI TAC LDR
M SCI   ,302,MIL SCI APP LDR
M SCI   ,305,TECH MILITARY INSTR 
M SCI   ,310,ADV LEADERSHIP LAB
M SCI   ,402,MIL SCI ADAPT LDR
N SCI   ,102,HIST US SEAPWR I
N SCI   ,110,N SCI LABORATORY
N SCI   ,202,NAVIGATION I
N SCI   ,302,NAVAL SHIP SYST II
N SCI   ,402,NVL LDRSHP & ETHICS 
SOC WF   ,200,INTRO SOC WLFR PRAC 
SOC WF   ,311,SOCL WELF PRAC II
SOC WF   ,315,COMM SERV LEARNING
SOC WF   ,404,CLTRL DIVRSTY/JSTCE 
SOC WF   ,410,EVIDENCE-BASED PRAC 
SOC WF   ,415,BEGIN FIELD INSTR
SOC WF   ,435,SW PRACTICE SKILLS
SOC WF   ,443,FAC INTGP DIALOG II 
SOC WF   ,490,IND RESEARCH SOC WF 
SOC WF   ,491,HONORS SEMINAR
SOC WF   ,492,HONORS THESIS I
SOC WF   ,495,SPECIAL TOPICS
SOC WF   ,499,IND STDY SOC WF
SOC WL   ,556,WCPC SEMINAR SERIES 
SOC WL   ,557,CAREER SEMINAR
SOC WL   ,558,INTEGRATIVE SEMINAR 
SOC WL   ,578,SMNR PREVNTN RSCH
SOC WL   ,580,QUANT RES METHODS
SOC WL   ,581,QUAL RESEARCH MTHDS 
SOC WL   ,582,RESEARCH PRACTICUM
SOC WL   ,583,RESEARCH PRACTICUM
SOC WL   ,584,TEACHING PRACTICUM
SOC WL   ,600,INDEPNDNT STDY/RSCH 
SOC WL   ,800,DOCTORAL DISSERTATN 
SOC W   ,505,SOC WELF RES
SOC W   ,511,SW WITH FAM/GROUPS
SOC W   ,512,COMMUNITY & POL PRAC
SOC W   ,524,FOUNDATION PRACT
SOC W   ,525,ADVANCED PRACTICUM
SOC W   ,527,GLOBALIZATION
SOC W   ,531,CHILD MENTAL HLTH
SOC W   ,532,CHILD WELFARE
SOC W   ,538,EMPOWERMENT PRACTCE 
SOC W   ,539,PRACTICE W/ LATINX
SOC W   ,541,ADV HEALTH PRACT II 
SOC W   ,545,CLNICAL SW INDIV II 
SOC W   ,547,MULTIGEN SEMINAR
SOC W   ,552,FIN MGMT HUM SRCVS
SOC W   ,555,GLOBAL PERSPECTIVES 
SOC W   ,556,FAMILY HEALING
SOC W   ,561,POLICY ANALYSIS
SOC W   ,571,MENTAL DISORDERS
SOC W   ,572,ADDCTN:PHARM/TRTMNT 
SOC W   ,574,COLLAB COMMNTY EVAL 
SOC W   ,576,ANTIABLEIST PRACTICE
SOC W   ,582,INTRPERSNL VIOLENCE 
SOC W   ,586,POLICY ADVOCACY
SOC W   ,588,SOC WORK IN SCHOOLS 
SOC W   ,598,INTEGRATIVE SMNR
SOC W   ,599,IND STDY SOC WK
SOC W   ,600,INDEPNDNT STDY/RSCH 
SOC W   ,700,MASTERS THESIS
